forecast_date,origin_port,destination_port,cargo_type,vessel_class,route_distance_nm,bdi_index,bunker_vlsfo_usd_ton,usd_inr_rate,derived_congestion_index,est_waiting_days,vessels_approaching_count,vessels_anchorage_count,freight_usd_per_ton,transit_days,on_time_flag,freight_lag_1d,freight_lag_3d,freight_lag_7d,freight_lag_14d,freight_lag_30d,freight_rolling_mean_7d,freight_rolling_std_7d,freight_rolling_mean_30d,freight_rolling_std_30d,freight_rolling_mean_90d,freight_rolling_std_90d,freight_momentum_7d,freight_pct_change_7d,freight_volatility_30d,bunker_rolling_mean_7d,bunker_rolling_mean_30d,bunker_volatility_30d,bdi_rolling_mean_7d,bdi_rolling_mean_30d,bdi_momentum_14d,bdi_pct_change_14d,fx_rolling_mean_30d,congestion_severity_level,waiting_pressure_ratio,year,month,quarter,day_of_week,day_of_year,week_of_year,month_sin,month_cos,day_of_week_sin,day_of_week_cos,is_monsoon,is_peak_procurement
2023-01-01,BALIKPAPAN,KAMARAJAR,Thermal Coal,Supramax,2856.5,1412.4,619.4,82.53,0.3,1.9,10,10,10.81,7.5,1,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,619.4,619.4,0.0,1412.4,1412.4,,0.0,82.53,LOW,0.6333333333333333,2023,1,1,6,1,52,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,1
2023-01-01,HAY_POINT,DHAMRA,Coking Coal,Capesize,5421.6,1412.4,619.4,82.53,0.39,1.4,10,8,18.21,15.0,1,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,619.4,619.4,0.0,1412.4,1412.4,,0.0,82.53,MODERATE,0.4666666666666666,2023,1,1,6,1,52,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,1
2023-01-01,HAY_POINT,PARADIP,Coking Coal,Capesize,5417.4,1412.4,619.4,82.53,0.33,2.1,12,21,18.48,14.6,1,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,619.4,619.4,0.0,1412.4,1412.4,,0.0,82.53,LOW,0.7000000000000001,2023,1,1,6,1,52,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,1
2023-01-01,HAY_POINT,VISAKHAPATNAM,Coking Coal,Capesize,5529.4,1412.4,619.4,82.53,0.29,1.6,5,12,17.83,14.6,1,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,619.4,619.4,0.0,1412.4,1412.4,,0.0,82.53,LOW,0.5333333333333333,2023,1,1,6,1,52,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,1
2023-01-01,MAPUTO,VISAKHAPATNAM,Coking Coal,Panamax,4821.6,1412.4,619.4,82.53,0.66,2.9,8,11,19.5,15.3,1,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,619.4,619.4,0.0,1412.4,1412.4,,0.0,82.53,MODERATE,0.9666666666666667,2023,1,1,6,1,52,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,1
2023-01-01,NEWCASTLE,DHAMRA,Thermal Coal,Panamax,5999.7,1412.4,619.4,82.53,0.43,1.4,9,12,21.98,15.9,1,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,619.4,619.4,0.0,1412.4,1412.4,,0.0,82.53,MODERATE,0.4666666666666666,2023,1,1,6,1,52,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,1
2023-01-01,RICHARDS_BAY,PARADIP,Thermal Coal,Capesize,5273.8,1412.4,619.4,82.53,0.44,1.4,10,14,16.5,15.2,1,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,619.4,619.4,0.0,1412.4,1412.4,,0.0,82.53,MODERATE,0.4666666666666666,2023,1,1,6,1,52,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,1
2023-01-01,TANJUNG_BARA,DHAMRA,Thermal Coal,Supramax,2650.9,1412.4,619.4,82.53,0.59,3.2,0,10,11.15,8.2,1,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,619.4,619.4,0.0,1412.4,1412.4,,0.0,82.53,MODERATE,1.0666666666666667,2023,1,1,6,1,52,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,1
2023-01-01,TANJUNG_BARA,PARADIP,Thermal Coal,Supramax,2647.4,1412.4,619.4,82.53,0.38,2.3,11,11,11.51,7.8,1,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,619.4,619.4,0.0,1412.4,1412.4,,0.0,82.53,MODERATE,0.7666666666666666,2023,1,1,6,1,52,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,1
2023-01-01,GLADSTONE,PARADIP,Coking Coal,Panamax,5625.7,1412.4,619.4,82.53,0.42,1.3,6,10,21.46,15.5,1,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,619.4,619.4,0.0,1412.4,1412.4,,0.0,82.53,MODERATE,0.43333333333333335,2023,1,1,6,1,52,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,1
2023-01-02,HAY_POINT,PARADIP,Coking Coal,Capesize,5417.4,1450.5,618.5,82.52,0.32,1.5,8,18,18.53,15.2,1,18.48,,,,,18.48,0.0,18.48,0.0,18.48,0.0,,0.0,0.0,619.2714285714285,619.3181818181819,0.00043815960533133343,1417.8428571428574,1415.8636363636363,,0.0,82.52909090909091,LOW,0.5,2023,1,1,0,2,1,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1
2023-01-02,NEWCASTLE,DHAMRA,Thermal Coal,Panamax,5999.7,1450.5,618.5,82.52,0.22,0.8,3,13,22.06,14.7,1,21.98,,,,,21.98,0.0,21.98,0.0,21.98,0.0,,0.0,0.0,619.1428571428571,619.25,0.0005657238996732654,1423.2857142857142,1418.75,,0.0,82.52833333333334,LOW,0.26666666666666666,2023,1,1,0,2,1,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1
2023-01-02,MAPUTO,VISAKHAPATNAM,Coking Coal,Panamax,4821.6,1450.5,618.5,82.52,0.38,1.3,11,17,19.56,14.9,1,19.5,,,,,19.5,0.0,19.5,0.0,19.5,0.0,,0.0,0.0,619.0142857142857,619.1923076923077,0.0006374047348215417,1428.7285714285713,1421.1923076923076,,0.0,82.5276923076923,MODERATE,0.43333333333333335,2023,1,1,0,2,1,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1
2023-01-02,RICHARDS_BAY,PARADIP,Thermal Coal,Capesize,5273.8,1450.5,618.5,82.52,0.51,2.1,7,10,16.59,15.5,1,16.5,,,,,16.5,0.0,16.5,0.0,16.5,0.0,,0.0,0.0,618.8857142857142,619.1428571428571,0.0006814687482493122,1434.1714285714286,1423.2857142857142,,0.0,82.52714285714286,MODERATE,0.7000000000000001,2023,1,1,0,2,1,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1
2023-01-02,HAY_POINT,DHAMRA,Coking Coal,Capesize,5421.6,1450.5,618.5,82.52,0.32,2.0,15,13,18.27,14.1,1,18.21,,,,,18.21,0.0,18.21,0.0,18.21,0.0,,0.0,0.0,618.7571428571429,619.1,0.0007093442623596264,1439.6142857142856,1425.1,38.09999999999991,2.697536108751055,82.52666666666667,LOW,0.6666666666666666,2023,1,1,0,2,1,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1
2023-01-02,GLADSTONE,PARADIP,Coking Coal,Panamax,5625.7,1450.5,618.5,82.52,0.51,2.3,5,16,21.5,15.0,1,21.46,,,,,21.46,0.0,21.46,0.0,21.46,0.0,,0.0,0.0,618.6285714285714,619.0625,0.0007269056032307003,1445.0571428571432,1426.6875,38.09999999999991,2.697536108751055,82.52625,MODERATE,0.7666666666666666,2023,1,1,0,2,1,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1
2023-01-02,TANJUNG_BARA,DHAMRA,Thermal Coal,Supramax,2650.9,1450.5,618.5,82.52,0.36,2.1,7,15,11.16,7.9,1,11.15,,,,,11.15,0.0,11.15,0.0,11.15,0.0,,0.0,0.0,618.5,619.0294117647059,0.0007375573468710239,1450.5,1428.0882352941176,38.09999999999991,2.697536108751055,82.52588235294118,MODERATE,0.7000000000000001,2023,1,1,0,2,1,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1
