forecast_date,bdi_index,bunker_vlsfo_usd_ton,bunker_rolling_mean_7d,bunker_rolling_mean_30d,bunker_volatility_30d,bdi_rolling_mean_7d,bdi_rolling_mean_30d,bdi_momentum_14d,bdi_pct_change_14d,month,quarter,month_sin,month_cos,is_monsoon
2023-01-01,1412.4,619.4,619.4,619.4,0.0,1412.4,1412.4,,0.0,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-02,1450.5,618.5,619.2714285714285,619.3181818181819,0.00043815960533133343,1417.8428571428574,1415.8636363636363,,0.0,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-03,1490.0,621.6,618.9428571428572,619.0761904761905,0.0011835988279637983,1456.142857142857,1434.2380952380952,77.59999999999991,5.494194279241001,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-04,1503.6,619.7,621.3285714285714,619.8433333333334,0.002133024868903117,1491.9428571428568,1454.0066666666667,53.09999999999991,3.6608066184074395,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-05,1509.6,612.1,618.6142857142858,619.72,0.003096758799280587,1504.4571428571428,1483.3366666666666,19.59999999999991,1.3154362416107321,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-06,1495.6,608.0,611.5142857142857,617.3466666666667,0.007249334808968523,1507.6,1501.2533333333333,-8.0,-0.5320563979781857,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-07,1472.9,602.4,607.1999999999999,612.69,0.008418847833229956,1492.3571428571427,1501.91,-36.69999999999982,-2.43110757816639,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-08,1467.2,602.6,602.4285714285714,607.1833333333333,0.006658699517065451,1472.0857142857144,1491.2866666666666,-28.399999999999864,-1.8989034501203441,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-09,1453.7,603.1,602.6714285714286,604.1700000000001,0.004227046068133807,1465.2714285714285,1477.1699999999998,-19.200000000000045,-1.303550818113928,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-10,1463.1,600.7,602.7571428571429,602.6433333333333,0.0007803579099856569,1455.0428571428572,1464.2733333333333,-4.100000000000136,-0.2794438386041532,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-11,1448.0,608.1,601.7571428571429,602.3166666666667,0.002513022513864081,1460.9428571428568,1460.6933333333334,-5.7000000000000455,-0.3921029098163339,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-12,1421.6,611.4,608.5714285714286,604.2433333333333,0.005643913520296816,1444.2285714285715,1453.8633333333335,-41.5,-2.836443168614586,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-13,1426.9,603.5,610.2714285714285,606.8266666666666,0.007333142472667117,1422.3571428571427,1443.0266666666669,-21.09999999999991,-1.4571823204419827,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-14,1431.8,606.5,603.9285714285714,607.6133333333332,0.005432329355839058,1427.6000000000001,1431.6266666666666,10.200000000000045,0.7175014068655069,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-15,1428.9,605.3,606.3285714285714,606.9300000000001,0.005316840643971616,1431.3857142857144,1427.01,2.0,0.14016399187048847,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-16,1411.0,603.5,605.0428571428571,605.1,0.002072317380576504,1426.3428571428574,1428.6699999999998,-20.799999999999955,-1.4527168598966305,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-17,1419.6,596.4,602.4857142857143,604.7633333333334,0.0033060760731081803,1412.2285714285713,1423.4933333333333,-9.300000000000182,-0.6508503044299938,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-18,1410.0,593.7,596.0142857142857,601.3466666666666,0.006836918202350418,1418.2285714285713,1419.2033333333334,-1.0,-0.07087172218284904,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-19,1435.8,597.4,594.2285714285715,597.6633333333334,0.006805086084493835,1413.6857142857145,1414.36,16.200000000000045,1.1411665257819137,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-20,1428.1,598.7,597.5857142857143,595.91,0.0028043226744107574,1434.7,1422.0833333333333,18.09999999999991,1.2836879432624049,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-21,1416.2,598.0,598.6000000000001,596.7433333333333,0.0035141949329790135,1426.3999999999999,1424.84,-19.59999999999991,-1.3650926312856881,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-22,1386.3,601.2,598.4571428571428,598.16,0.0013028306641234416,1411.9285714285713,1425.05,-41.799999999999955,-2.9269658987465834,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-23,1384.5,605.3,601.7857142857143,599.5200000000001,0.0029512877132790456,1386.042857142857,1408.7466666666667,-31.700000000000045,-2.2383844089817853,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-24,1368.4,606.7,605.5,601.7900000000001,0.005164009160386871,1382.2000000000003,1394.0733333333333,-17.899999999999864,-1.291206809492885,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-25,1367.6,613.0,607.6000000000001,604.7933333333334,0.004579712258701986,1368.2857142857144,1379.1100000000001,-16.90000000000009,-1.2206572769953117,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-26,1388.2,613.3,613.0428571428572,608.6,0.005706620019267384,1370.542857142857,1373.6233333333332,19.799999999999955,1.4469453376205754,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-27,1390.5,605.4,612.1714285714286,610.9566666666667,0.005181417766407635,1388.5285714285715,1375.4700000000003,22.90000000000009,1.6744662181924608,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-28,1399.5,611.3,606.2428571428571,610.5100000000001,0.0060481062505504165,1391.7857142857142,1383.1633333333334,11.299999999999955,0.8140037458579422,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-29,1379.3,609.3,611.0142857142856,609.8666666666666,0.005501555856576889,1396.6142857142856,1392.4366666666667,-11.200000000000045,-0.8054656598345952,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-30,1387.6,607.2,609.0,608.7266666666667,0.003994229949914225,1380.4857142857143,1389.6699999999998,-11.900000000000091,-0.8503036798856799,1,1,0.49999999999999994,0.8660254037844387,0
2023-01-31,1390.1,611.0,607.7428571428572,609.2566666666665,0.002775659217573292,1387.9571428571428,1388.4866666666667,10.799999999999955,0.7830058725440409,1,1,0.49999999999999994,0.8660254037844387,0
2023-02-01,1381.9,609.5,610.7857142857143,609.1733333333334,0.002596598273928968,1388.9285714285713,1385.7533333333333,-5.699999999999818,-0.4107812049581881,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-02,1389.4,610.5,609.6428571428571,609.3433333333334,0.0025564895795750224,1382.9714285714288,1386.5933333333332,-0.6999999999998181,-0.05035608948995167,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-03,1383.6,604.8,609.6857142857143,610.1266666666667,0.001938308180944892,1388.5714285714287,1386.9166666666667,1.699999999999818,0.1230190317678427,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-04,1375.1,601.6,604.342857142857,608.0033333333333,0.004592557533507135,1382.3857142857141,1384.7400000000002,-14.300000000000182,-1.0292212465812711,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-05,1385.2,609.2,602.6857142857143,605.59,0.00609770554265741,1376.542857142857,1382.5600000000002,1.6000000000001364,0.11564035848512118,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-06,1391.7,608.9,609.157142857143,605.3366666666667,0.005350100879864867,1386.1285714285714,1381.57,16.600000000000136,1.207184932004955,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-07,1391.1,609.1,608.9285714285714,606.8166666666668,0.005727820459457037,1391.6142857142859,1384.5333333333333,5.899999999999864,0.4259312734623061,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-08,1386.4,610.3,609.2714285714285,609.1033333333332,0.000423497813355637,1390.4285714285713,1389.3733333333332,-5.2999999999999545,-0.3808292016957645,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-09,1357.2,614.9,610.9571428571428,609.6333333333333,0.0019232567189132366,1382.2285714285717,1388.5833333333333,-33.899999999999864,-2.4369204226870727,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-10,1377.1,611.3,614.3857142857142,611.5066666666665,0.0040953468141251195,1360.042857142857,1377.7666666666667,-9.300000000000182,-0.6708020773225751,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-11,1342.1,613.6,611.6285714285714,612.2766666666666,0.0032562545363990576,1372.1000000000001,1372.0900000000001,-15.100000000000136,-1.1125847332743986,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-12,1317.4,611.3,613.2714285714285,613.1466666666666,0.002483323266532004,1338.5714285714287,1357.4733333333331,-59.69999999999982,-4.335197153438372,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-13,1304.9,605.1,610.4142857142857,611.86,0.002747107893765678,1315.6142857142859,1343.1266666666666,-37.19999999999982,-2.771775575590479,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-14,1278.4,607.0,605.3714285714286,609.7800000000001,0.00594562392090296,1301.1142857142859,1319.3433333333332,-39.0,-2.960376499165022,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-15,1317.2,603.9,606.5571428571428,607.5533333333334,0.0043540630568238365,1283.9428571428573,1300.2266666666667,12.299999999999955,0.9426009655912295,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-16,1337.6,599.0,603.1999999999999,605.13,0.0028734921640060384,1320.1142857142856,1301.256666666667,59.19999999999982,4.6307884856069945,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-17,1370.4,592.5,598.0714285714286,602.8166666666667,0.0063231422814504865,1342.2857142857142,1314.1333333333334,53.200000000000045,4.038870331005166,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-18,1376.9,595.7,592.9571428571428,598.1933333333333,0.007791399263405563,1371.3285714285716,1343.7233333333336,39.30000000000018,2.9380980861244157,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-19,1344.0,597.8,596.0,595.6933333333333,0.004461316438895663,1372.2000000000003,1361.8466666666668,-26.40000000000009,-1.9264448336252256,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-20,1350.3,599.1,597.9857142857143,595.5533333333333,0.003782656208906476,1344.8999999999999,1363.0966666666668,-26.600000000000136,-1.931875953228276,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-21,1356.2,600.3,599.2714285714285,597.6866666666666,0.0024553300601062077,1351.142857142857,1356.3766666666666,12.200000000000045,0.9077380952380986,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-22,1402.9,602.2,600.5714285714286,599.2133333333334,0.0019312092080234961,1362.8714285714286,1352.13,52.600000000000136,3.895430645041853,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-23,1419.4,598.3,601.6428571428571,600.5066666666667,0.0022251464477644656,1405.257142857143,1372.1033333333335,63.200000000000045,4.660079634272234,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-24,1448.5,595.0,597.8285714285713,600.09,0.0031385037256801657,1423.5571428571432,1395.91,45.59999999999991,3.250409865279058,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-25,1458.9,598.3,595.4714285714284,598.37,0.004863885983335349,1449.9857142857143,1425.4666666666667,39.5,2.7828659997181906,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-26,1452.8,595.3,597.8714285714285,597.1,0.0026879069533563074,1458.0285714285715,1443.38,4.2999999999999545,0.29685881946841247,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-27,1432.5,595.0,595.2571428571428,596.2,0.0025418279092180936,1449.8999999999999,1452.8666666666666,-26.40000000000009,-1.8095825622044068,2,1,0.8660254037844386,0.5000000000000001,0
2023-02-28,1439.5,598.3,595.4714285714284,596.2,0.0025418279092180936,1433.5,1447.4199999999998,-13.299999999999955,-0.9154735682819352,2,1,0.8660254037844386,0.5000000000000001,0
2023-03-01,1476.0,597.2,598.1428571428571,596.2633333333332,0.00254288686961639,1444.7142857142858,1442.3733333333332,43.5,3.0366492146596857,3,1,1.0,6.123233995736766e-17,0
2023-03-02,1491.7,593.8,596.7142857142857,596.7933333333333,0.0024551438652464794,1478.2428571428572,1451.3066666666668,52.200000000000045,3.626259117749222,3,1,1.0,6.123233995736766e-17,0
2023-03-03,1503.8,592.9,593.6714285714286,596.2533333333333,0.0033844283430731065,1493.4285714285713,1471.21,27.799999999999955,1.8834688346883437,3,1,1.0,6.123233995736766e-17,0
2023-03-04,1515.8,592.6,592.8571428571429,594.48,0.003119096097058766,1505.5142857142857,1491.8266666666668,24.09999999999991,1.6156063551652418,3,1,1.0,6.123233995736766e-17,0
2023-03-05,1478.0,590.8,592.342857142857,593.0,0.0010982440609212593,1510.3999999999999,1503.31,-25.799999999999955,-1.7156536773507085,3,1,1.0,6.123233995736766e-17,0
2023-03-06,1483.4,585.9,590.1,591.8666666666667,0.0024697681570899233,1478.7714285714285,1498.52,-32.399999999999864,-2.1374851563530717,3,1,1.0,6.123233995736766e-17,0
2023-03-07,1493.1,582.3,585.3857142857142,589.4233333333333,0.0053153524637056465,1484.7857142857142,1491.6433333333332,15.099999999999909,1.021650879566976,3,1,1.0,6.123233995736766e-17,0
2023-03-08,1494.7,577.8,581.6571428571427,585.8999999999999,0.006427718634452639,1493.3285714285714,1485.39,11.299999999999955,0.7617635162464578,3,1,1.0,6.123233995736766e-17,0
2023-03-09,1508.8,582.1,578.4142857142857,581.8733333333332,0.005652528060321069,1496.714285714286,1491.2466666666667,15.700000000000045,1.051503583149156,3,1,1.0,6.123233995736766e-17,0
2023-03-10,1474.4,578.3,581.5571428571428,580.6,0.0036773900539484707,1503.8857142857141,1498.2433333333333,-20.299999999999955,-1.3581320666354422,3,1,1.0,6.123233995736766e-17,0
2023-03-11,1487.4,580.4,578.5999999999999,579.4866666666668,0.003342729786154784,1476.257142857143,1492.3899999999999,-21.399999999999864,-1.4183457051961734,3,1,1.0,6.123233995736766e-17,0
2023-03-12,1501.8,584.9,581.0428571428571,580.36,0.0030407187983606835,1489.457142857143,1489.9666666666667,27.399999999999864,1.858383071079752,3,1,1.0,6.123233995736766e-17,0
2023-03-13,1518.1,583.7,584.7285714285714,581.38,0.004783266392354259,1504.1285714285711,1489.3233333333333,30.699999999999818,2.0640043028102606,3,1,1.0,6.123233995736766e-17,0
2023-03-14,1498.9,582.7,583.5571428571429,583.0766666666666,0.0032125535277087005,1515.357142857143,1502.8166666666666,-2.8999999999998636,-0.19310161139964466,3,1,1.0,6.123233995736766e-17,0
2023-03-15,1501.0,592.0,584.0285714285716,584.0033333333334,0.0030012304362245904,1499.2000000000003,1506.24,-17.09999999999991,-1.1264080100125096,3,1,1.0,6.123233995736766e-17,0
2023-03-16,1518.3,585.5,591.0714285714286,586.1933333333333,0.007193377703307187,1503.4714285714285,1506.0066666666667,19.399999999999864,1.2942824738141212,3,1,1.0,6.123233995736766e-17,0
2023-03-17,1545.6,585.8,585.5428571428572,586.8366666666666,0.006634187428524312,1522.2,1507.6233333333332,44.59999999999991,2.971352431712186,3,1,1.0,6.123233995736766e-17,0
2023-03-18,1527.8,588.5,586.1857142857142,587.65,0.005011060763436649,1543.0571428571425,1522.5266666666669,9.5,0.6256997958242771,3,1,1.0,6.123233995736766e-17,0
2023-03-19,1533.3,588.7,588.5285714285714,586.7066666666667,0.0023991519229546393,1528.5857142857142,1531.0666666666666,-12.299999999999955,-0.7958074534161462,3,1,1.0,6.123233995736766e-17,0
2023-03-20,1587.0,591.2,589.0571428571429,587.8466666666667,0.002456945285549524,1540.9714285714285,1536.9466666666667,59.200000000000045,3.8748527294148483,3,1,1.0,6.123233995736766e-17,0
2023-03-21,1591.8,588.6,590.8285714285714,589.47,0.002115172043254594,1587.6857142857145,1551.5,58.5,3.8153003326159265,3,1,1.0,6.123233995736766e-17,0
2023-03-22,1572.1,588.1,588.5285714285714,589.48,0.0021063209497112906,1588.9857142857143,1571.993333333333,-14.900000000000091,-0.9388783868935154,3,1,1.0,6.123233995736766e-17,0
2023-03-23,1593.8,583.3,587.4142857142857,589.0366666666666,0.002918593253697082,1575.2,1583.86,2.0,0.12564392511622063,3,1,1.0,6.123233995736766e-17,0
2023-03-24,1582.1,580.7,582.9285714285713,586.4033333333333,0.004490102440330657,1592.1285714285714,1585.5766666666666,10.0,0.6360918516633802,3,1,1.0,6.123233995736766e-17,0
2023-03-25,1592.3,575.7,579.9857142857144,583.62,0.005776916062676672,1583.5571428571425,1583.34,-1.5,-0.09411469444095873,3,1,1.0,6.123233995736766e-17,0
2023-03-26,1645.4,579.8,576.2857142857143,579.7833333333333,0.0054206750073014605,1599.8857142857141,1591.12,63.30000000000018,4.00101131407624,3,1,1.0,6.123233995736766e-17,0
2023-03-27,1633.4,584.9,580.5285714285714,578.8733333333333,0.004251356487400393,1643.685714285714,1608.3100000000002,41.100000000000136,2.5811718897192826,3,1,1.0,6.123233995736766e-17,0
2023-03-28,1644.6,588.0,585.342857142857,580.5433333333333,0.006875631131720367,1635.0,1625.4433333333334,-0.8000000000001819,-0.048620396256240546,3,1,1.0,6.123233995736766e-17,0
2023-03-29,1643.2,575.0,586.1428571428571,584.0733333333333,0.006419530524378171,1644.3999999999999,1641.0600000000002,9.799999999999955,0.5999755112036215,3,1,1.0,6.123233995736766e-17,0
2023-03-30,1637.0,570.0,574.2857142857143,582.1366666666667,0.010430166388759378,1642.314285714286,1640.5200000000002,-7.599999999999909,-0.4621184482548893,3,1,1.0,6.123233995736766e-17,0
2023-03-31,1601.4,568.2,569.7428571428571,577.0066666666667,0.013255290541433857,1631.9142857142856,1640.16,-41.799999999999955,-2.543816942551117,3,1,1.0,6.123233995736766e-17,0
2023-04-01,1637.5,562.5,567.3857142857144,570.65,0.005645421735577072,1606.5571428571432,1627.01,0.5,0.030543677458766037,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-02,1637.8,558.6,561.9428571428572,566.5200000000001,0.006232592551145035,1637.542857142857,1625.3266666666666,36.399999999999864,2.2730111152741266,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-03,1642.9,556.2,558.2571428571429,562.7,0.007252665557285897,1638.5285714285712,1626.95,5.400000000000091,0.32977099236641777,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-04,1633.4,556.6,556.257142857143,558.9033333333333,0.004648283730992864,1641.542857142857,1639.2633333333333,-4.399999999999864,-0.2686530711930556,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-05,1673.1,551.7,555.9,556.9033333333333,0.0025579566920505793,1639.0714285714287,1639.21,30.199999999999818,1.8382129161847842,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-06,1624.4,551.1,551.6142857142858,554.6633333333334,0.004225110575044525,1666.142857142857,1649.1833333333334,-9.0,-0.550997918452308,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-07,1631.6,548.6,550.7428571428571,552.8666666666667,0.004611029167849638,1625.4285714285713,1643.5733333333333,-41.5,-2.4804255573486342,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-08,1619.3,546.2,548.2571428571429,550.2833333333333,0.002818128568498883,1629.8428571428572,1641.2400000000002,-5.100000000000136,-0.3139620783058444,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-09,1628.4,543.5,545.8142857142858,548.38,0.00398382259417607,1620.6,1625.2333333333333,-3.199999999999818,-0.19612650159351672,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-10,1636.1,546.7,543.9571428571428,546.0366666666667,0.0037898491600606267,1629.5,1626.5833333333333,16.799999999999955,1.0374853331686502,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-11,1615.5,544.5,546.3857142857144,545.4100000000001,0.0026277301776743037,1633.1571428571426,1627.8066666666666,-12.900000000000091,-0.7921886514369989,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-12,1630.9,544.4,544.4857142857143,544.93,0.0024540821731130354,1617.7,1626.75,-5.199999999999818,-0.3178289835584511,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-13,1662.9,542.0,544.0571428571428,545.0433333333333,0.0021829608396200214,1635.4714285714288,1628.3933333333334,47.40000000000009,2.9340761374187614,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-14,1658.0,541.1,541.8714285714286,543.52,0.0023007240932911527,1662.2000000000003,1637.85,27.09999999999991,1.6616592065730522,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-15,1678.7,544.4,541.5714285714287,542.5,0.002611335968933302,1660.957142857143,1652.1933333333334,15.799999999999955,0.9501473329725152,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-16,1679.3,547.1,544.7857142857143,542.67,0.003026829335851685,1678.7857142857144,1667.0800000000002,21.299999999999955,1.2846803377563303,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-17,1687.5,546.6,547.0285714285715,544.3833333333333,0.004522031163058434,1680.4714285714285,1672.9833333333333,8.799999999999955,0.5242151664978825,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-18,1702.5,543.3,546.1285714285715,545.9966666666667,0.0023074373841979992,1689.642857142857,1682.6266666666666,23.200000000000045,1.3815280176263947,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-19,1677.4,538.5,542.6142857142856,545.38,0.003913509138920109,1698.9142857142856,1689.7033333333334,-10.099999999999909,-0.5985185185185131,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-20,1697.3,541.0,538.8571428571429,542.6133333333333,0.00611762880289688,1680.2428571428572,1689.46,-5.2000000000000455,-0.3054331864904579,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-21,1697.1,537.4,540.4857142857143,540.7366666666666,0.00377736821522514,1697.2714285714285,1692.22,19.699999999999818,1.1744366281149288,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-22,1680.3,541.3,537.9571428571428,539.06,0.0029438826301385742,1694.7,1690.6966666666667,-17.0,-1.00159076179815,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-23,1659.7,540.0,541.1142857142856,539.8666666666667,0.0033164856112325477,1677.357142857143,1690.313333333333,-37.399999999999864,-2.2037593541924383,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-24,1645.7,536.7,539.5285714285714,539.5433333333333,0.003123696775770585,1657.7,1677.32,-34.59999999999991,-2.059156103076826,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-25,1651.9,534.7,536.4142857142858,539.1133333333333,0.0039063052415481275,1646.5857142857144,1660.9533333333334,-7.7999999999999545,-0.469964451406878,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-26,1657.8,528.9,533.8714285714286,536.7633333333333,0.004876963573996529,1652.7428571428572,1652.3700000000001,12.099999999999909,0.7352494379291432,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-27,1640.0,528.0,528.7714285714285,533.1433333333333,0.006465627253274383,1655.2571428571428,1651.6100000000001,-11.900000000000091,-0.7203825897451474,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-28,1676.9,531.5,528.5,530.4266666666666,0.005509820947137654,1645.2714285714287,1650.7333333333333,19.100000000000136,1.1521293280251017,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-29,1676.6,527.5,530.9285714285714,529.42,0.0029251152366690874,1676.857142857143,1658.8600000000001,36.59999999999991,2.231707317073165,4,2,0.8660254037844387,-0.4999999999999998,0
2023-04-30,1669.4,528.7,527.6714285714286,529.0233333333333,0.0034045538609049765,1675.5714285714287,1665.48,-7.5,-0.4472538612916691,4,2,0.8660254037844387,-0.4999999999999998,0
2023-05-01,1682.5,534.9,529.5857142857143,529.3466666666667,0.003693497493137249,1671.2714285714287,1674.4866666666667,5.900000000000091,0.35190266014553806,5,2,0.49999999999999994,-0.8660254037844387,0
2023-05-02,1692.6,537.6,535.2857142857142,530.7033333333334,0.006603552736997198,1683.9428571428568,1676.7,23.199999999999818,1.389720857793208,5,2,0.49999999999999994,-0.8660254037844387,0
2023-05-03,1698.3,537.7,537.6142857142858,534.0333333333333,0.0069905747122020025,1693.4142857142856,1682.4633333333334,15.799999999999955,0.9390787518573523,5,2,0.49999999999999994,-0.8660254037844387,0
2023-05-04,1679.1,537.8,537.7142857142858,536.83,0.0023956170371412034,1695.5571428571427,1691.02,-13.5,-0.7975895072669267,5,2,0.49999999999999994,-0.8660254037844387,0
2023-05-05,1715.4,541.6,538.342857142857,537.8333333333334,0.0013312514318605255,1684.2857142857142,1690.7599999999998,17.100000000000136,1.006889242183368,5,2,0.49999999999999994,-0.8660254037844387,0
2023-05-06,1696.3,545.1,542.1,539.28,0.0039571771024116435,1712.6714285714286,1697.5333333333333,17.200000000000045,1.0243582871776573,5,2,0.49999999999999994,-0.8660254037844387,0
